STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2020,,55.164398,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2020,,22.952181,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2020,,34.508327,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2011,,24.903835,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2018,,39.442608,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2013,,43.063572,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2013,,47.100338,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2020,,42.535744,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2020,,28.971186,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,38.397327,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,18.992186,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,15.838044,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,43.001148,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2014,,23.663828,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2014,,45.048241,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2014,,18.865322,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2014,,48.233822,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2013,,18.117186,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2013,,27.519138,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2013,,35.431107,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2017,,25.628315,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2017,,37.543358,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2014,,36.547832,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2014,,16.425022,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2014,,15.048493,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2014,,40.563198,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2016,,25.228304,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2015,,16.803698,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2015,,15.255282,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2015,,41.568684,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2015,,22.493267,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1991,,9.108222,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1991,,5.1844144,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1991,,15.296329,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1992,,9.7544556,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1992,,5.445128,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1992,,15.162838,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1992,,26.258766,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1995,,14.727563,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1995,,12.074759,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1995,,12.187769,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1994,,28.307768,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1994,,13.634652,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1994,,11.546397,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1999,,17.549835,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1999,,21.89205,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1997,,20.317392,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1997,,9.9765892,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,1997,,13.965126,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2022,,30.454971,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,EDUADULT,Adult education level,TRY_WOMEN,"Tertiary, women",PC_25_64,% of 25-64 year-olds,A,Annual,2000,,32.199219,,A,,,,,,,
