IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,52,2001,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,60.5
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,53,2002,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,61.4
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,54,2003,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,62.3
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,55,2004,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,63.1
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,56,2005,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,63.9
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,57,2006,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,64.6
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,58,2007,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,65.2
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,59,2008,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,65.4
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,60,2009,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,65.6
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,61,2010,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,65.7
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,62,2011,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,65.8
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,63,2012,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,65.9
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,64,2013,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,66
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,65,2014,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,66
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,66,2015,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,66
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,67,2016,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,66.1
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,68,2017,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,66.1
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,69,2018,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,66.3
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,70,2019,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,66.4
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,71,2020,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.4
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,72,2021,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.4
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,73,2022,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.5
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,74,2023,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.6
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,75,2024,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.6
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,76,2025,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.7
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,77,2026,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.7
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,78,2027,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.8
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,79,2028,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.8
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,80,2029,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.9
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,76,Brazil,BR,BRA,81,2030,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.9
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,41,1990,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,32.2
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,42,1991,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,33.3
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,43,1992,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,34.5
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,44,1993,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,35.7
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,45,1994,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,37
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,46,1995,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,38.2
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,47,1996,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,39.4
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,48,1997,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,40.6
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,49,1998,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,41.8
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,50,1999,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,43
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,51,2000,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,44.2
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,52,2001,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,45.3
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,53,2002,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,46.5
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,54,2003,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,47.7
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,55,2004,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,48.8
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,56,2005,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,50
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,57,2006,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,51.1
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,58,2007,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,52.4
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,59,2008,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,53.6
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,60,2009,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,54.9
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,61,2010,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,56.1
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,62,2011,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,57.3
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,63,2012,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,58.6
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,64,2013,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,59.8
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,65,2014,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,61
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,66,2015,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,62.1
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,67,2016,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,62.8
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,68,2017,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,63.3
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,69,2018,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,63.7
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,70,2019,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,64
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,71,2020,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,64.3
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,72,2021,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,64.6
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,73,2022,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,64.9
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,74,2023,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,65.2
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,75,2024,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,65.4
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,76,2025,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,65.7
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,77,2026,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,65.9
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,78,2027,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.1
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,79,2028,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.2
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,80,2029,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.4
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,152,Chile,CL,CHL,81,2030,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.5
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,41,1990,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,66
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,42,1991,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,65.8
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,43,1992,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,65.6
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,44,1993,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,65.5
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,45,1994,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,65.3
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,46,1995,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,65.2
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,47,1996,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,64.9
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,48,1997,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,64.8
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,49,1998,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,64.6
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,50,1999,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,64.5
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,51,2000,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,64.2
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,52,2001,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,64
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,53,2002,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,63.8
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,54,2003,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,63.5
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,55,2004,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,63.4
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,56,2005,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,63.4
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,57,2006,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,64
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,58,2007,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,64.7
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,59,2008,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,65.5
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,60,2009,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,66.3
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,61,2010,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,67
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,62,2011,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,2,Interpolation,67.2
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,63,2012,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,67.3
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,64,2013,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,67.3
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,65,2014,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,67.3
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,66,2015,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,67.2
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,67,2016,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,67.2
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,68,2017,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,67.1
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,69,2018,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,67
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,70,2019,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.9
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,71,2020,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.9
1,Contraceptive prevalence: Any method (Percent),Any,Estimates and Projections of Family Planning Indicators,2024,United Nations Population Division,250,France,FR,FRA,72,2021,4,Median,2,Female,31,15,49,15-49,99,All women,1,Model-based Estimates,3,Projection,66.8
