STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2022,,29.536,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2022,,32.535,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2022,,0.985,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,1995,,2.201,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,1995,,35.977,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,1995,,12.103,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,1995,,14.148,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,1998,,7.025,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,1998,,11.295,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,1998,,30.819,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,1998,,35.895,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,1998,,1.316,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,1998,,35.478,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,1996,,35.615,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,1996,,13.682,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,1996,,14.356,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,1996,,2.581,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,1.37,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,1999,,35.952,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,1999,,23.919,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,1999,,16.779,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,8.917,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,9.596,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,1999,,15.802,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,1997,,2.691,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,1997,,6.624,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,1997,,11.225,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,1997,,31.357,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,1997,,40.335,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2000,,25.479,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,8.922,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2000,,18.016,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,10.113,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2000,,15.57,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,2.251,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2003,,35.493,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,11.785,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2003,,14.075,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2004,,34.629,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,11.828,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,13.837,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2004,,4.446,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2002,,13.038,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2002,,18.983,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2002,,29.353,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2002,,40.274,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2002,,2.189,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2006,,5.823,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,11.78,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2006,,33.04,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2006,,36.877,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2006,,1.288,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2006,,36.629,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2001,,13.208,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2001,,18.306,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2001,,28.517,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2001,,39.757,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,4.585,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2005,,6.531,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2005,,11.761,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2005,,33.597,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2005,,36.849,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,7.798,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2021,,5.265,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2021,,13.408,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2021,,32.75,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2021,,32.806,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,1.274,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2007,,36.462,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2007,,26.053,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2007,,17.128,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,9.903,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,10.718,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2007,,15.726,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2009,,10.694,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2009,,23.366,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2009,,31.366,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2009,,38.416,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2010,,10.764,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2010,,23.344,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2010,,31.123,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2010,,38.887,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2010,,2.076,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2012,,36.105,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,12.983,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,13.959,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2012,,5.859,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2008,,24.847,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,10.506,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2008,,15.572,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,10.738,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2008,,15.728,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2020,,37.429,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,13.529,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,15.05,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,7.773,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,2.062,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,TAXSS,Social security contributions,TOT,Total,PC_TOT_TAX,% of taxation,A,Annual,2011,,37.942,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,12.836,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,TAXSS,Social security contributions,TOT,Total,PC_GDP,% of GDP,A,Annual,2011,,13.795,,A,,,,,,,
